duplicate_group_id,duplicate_match_type,sample_count,source_group_count,leakage_group_count,dataset_count,dataset_ids,disease_ids,included_before_count,included_after_count,cross_dataset,label_conflict,requires_review
DUPLICATE_991e396e899e7b605b80,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_d57f007ad004823ce9a6,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_2b63593146f758279a6f,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_70e105e5b868a6a7baa5,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_f48f6a4d4d84e4984700,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_785862af87ea07e93b6f,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_1f0da226edbf87998d23,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_bb210eecb86822bd57c7,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D005,1,1,True,False,True
DUPLICATE_a991858defdb093de88f,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_b9fc117e2f54a8676480,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_a5f1e7118423a2907efe,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_1cc150eadd713bddb7d2,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D009,1,1,True,False,True
DUPLICATE_feb5eb30f055cb821b73,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_4bbe0426cfc22daa16f0,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_c2d79cbc6bf3032085a4,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D005,1,1,True,False,True
DUPLICATE_8d66f1a29dbe128d0edf,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_cdcb278fa576da67afe2,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_d26e3262e91559d34b38,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_485e46ecbb7189cc4ce8,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D003,1,1,True,False,True
DUPLICATE_73764074d6d829cca50b,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_cd227c5ac89260998996,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_a365de407d6be8c70ec0,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_aa776ba4a685aed4680c,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D003,1,1,True,False,True
DUPLICATE_492875a637f61956bb68,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_b721dc3cce6b1f830b45,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_bcd60f7dd6cc27c31270,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_dc42d46d020be25ead33,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_c7d010baa9cee7af412f,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D014,1,1,True,False,True
DUPLICATE_771298c14e477e582e43,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_401c3e75e6eea5318dae,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_f4c57db52e0bd3e7f894,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_060405e3307735fb2ace,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_1324d3abca43567dd023,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_1f2042367abc8cf41870,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_c0c045cbd6fb37780386,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_3285c44c4b66105042fd,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_cab661bf63e5f2ea3f8b,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_1116530334518c1dd5ef,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D005,1,1,True,False,True
DUPLICATE_4370e3e9515437545640,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D012,1,1,True,False,True
DUPLICATE_9d2f0f3aaa7cf02f6960,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_848e035c056c79be7c45,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D009,1,1,True,False,True
DUPLICATE_248e70d0cc3f5e8a2a01,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D011,1,1,True,False,True
DUPLICATE_35cc6957238fe69a24d0,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_df4931e0a5eb87669245,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_ae8274906437eae64b6d,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_e17e67268ae2dd19e164,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_0e7ee301931a127aa898,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_8fb355afeb76180f830a,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_8414b694b764f40c3139,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_a9c593c9ca68a3620c1e,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_b44ce568cb5cf4f54789,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_c44762caf3131edc2148,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_a081d0dd9273b132e951,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_a1b76ce9fe56a0b61448,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_cc846c7565570ecd808d,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_672018c7cd1cdd5245b6,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D003,1,1,True,False,True
DUPLICATE_f87794c990bb9e444cdc,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_0b4f545e39084b72eb0e,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_50c01c8933e9d4c980e6,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_c0c376d00cbb05857722,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_7f2c1f1457df624ffe5e,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_8092f0d0da25efcd7b16,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_075fb03073b3dee8d202,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_0e3b4f68bee8fadbfbe8,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D016,1,1,True,False,True
DUPLICATE_ae4d6db040ffd041db92,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D016,1,1,True,False,True
DUPLICATE_ce12308490d896fde4a4,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_be0a090f1ae088035ed1,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_f2ef1aacf5fcb27b35cf,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_f4a9b82e7700c43bb0f3,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_ad96cc5ef3ba7158f3da,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_e1102702e2969da4b6fc,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_94f426777fee84f0b69c,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_d0f41f13e75d66470a07,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_f992f52df027a41cb74e,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D009,1,1,True,False,True
DUPLICATE_7a45b0fd1912a17df907,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D014,1,1,True,False,True
DUPLICATE_6f0290dea712d2e92c13,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_6f306d673afe61ff46c5,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D013,1,1,True,False,True
DUPLICATE_f988757a1abafcf78d9a,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_3d9daa911d2600ec1d63,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_b9703932f661a006085b,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_f539fc478f07d67279cc,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_1063c22ca951d5df802a,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_a686dab0802f1756eca1,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_4ad3d1601ca25f7a44c5,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_a92a9dff8d91fb5dbe6c,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_86ca26d18d7ce06ae43b,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_e83d4a759ff24eb15f6b,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_b0c05fc0063b47305645,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_1f5c6f06a1ce0e93f366,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_0ca31bf1583c52b891e0,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D009,1,1,True,False,True
DUPLICATE_285cdfced240566d2317,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D016,1,1,True,False,True
DUPLICATE_61e2504c0ce0aa9f9a25,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_8203f5a221313744cd1f,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_650823b6cd00b3ccf87c,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_5579539dacbe1bd7b180,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_cb0cbff931eaa9bd2dfa,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_3811a9f319c2900cf77f,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D016,1,1,True,False,True
DUPLICATE_9500dbcd10d836d70af0,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_f66584cb40c0df049858,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_01a25defe0c2027c1b33,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D014,1,1,True,False,True
DUPLICATE_2ed0ee60aee34e000cda,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_c3446fbc6ebe379758b5,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_46522d49f6fa7e61d317,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_5f034be8151d16156bdd,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_2f57d4014eb78fd2025c,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D014,1,1,True,False,True
DUPLICATE_2cc0aeccdc9d00327450,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_3830996e03f58847dc26,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D016,1,1,True,False,True
DUPLICATE_bed102a15caa246c75e4,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D014,1,1,True,False,True
DUPLICATE_fc83a3c677798aaba698,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_5b1e8689a0716afd6e18,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_0114bb55a2d8884001df,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_05dff7ef22a847278935,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D014,1,1,True,False,True
DUPLICATE_e8298a4592692def6757,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_7e941176624eee7e2d06,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_bb390c646a0f3c945b9d,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_1713903fe4566a851487,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D009,1,1,True,False,True
DUPLICATE_8fc873d964fbc4ef5606,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D003,1,1,True,False,True
DUPLICATE_664b8aca79c6bbe280fd,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_7b93cd8ce55883c345d3,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_986637cb88ad481cbef8,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D014,1,1,True,False,True
DUPLICATE_6bc68e955b70e1ffd52c,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_32bcccbb1868ab990dea,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_82a2f913e3a8e007f90b,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D003,1,1,True,False,True
DUPLICATE_a854b2e83ab8467ed01b,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D013,1,1,True,False,True
DUPLICATE_bbc93bdafb307279e2d6,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_4f4b5840b26d4d420056,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_96a63c956864436c57ce,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_1eb06f9df7a5b2c5c02e,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_747b07f497d007cffac0,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_fe4281124b12f58d0b8b,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D005,1,1,True,False,True
DUPLICATE_9a790d2599abbffeddd4,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_4fc7fe39b3facaf9a5d1,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_15f46de9a2c63ab52d0d,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_c74759fa90c37c6445b5,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D014,1,1,True,False,True
DUPLICATE_f83d26f98f1309a5ea4b,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D014,1,1,True,False,True
DUPLICATE_37b184dabb97a26c6445,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_9c3e08b4941817234403,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_bf9c9f60849b92c8fc3d,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_4032d20d2136fdcfbd2c,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_7d74edbfad2aa559e8d2,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_85ccf43777a72fd99b35,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_c9592330e71b235907ce,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D009,1,1,True,False,True
DUPLICATE_a5ec767d48b139c313ad,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D009,1,1,True,False,True
DUPLICATE_c46a500e98d38c0ddf20,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_e6c1fe8b91d831af5a53,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_5efd9f2ebbd9a076a4e3,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D005,1,1,True,False,True
DUPLICATE_19b37e996a71a3fbb8fa,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_419d3d8fb1b3c2e6d4a7,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_78c00539622524f7a6e2,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_13c45adef9e68dfb66b3,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D009,1,1,True,False,True
DUPLICATE_0c72e1ec2f6cf246cd0e,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D011,1,1,True,False,True
DUPLICATE_3d27248a2c3a3b9352e0,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_2a7ebbd3f7df7e33340f,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D003,1,1,True,False,True
DUPLICATE_f4a031d16152b4612025,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_2576d990723aeba67490,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D003,1,1,True,False,True
DUPLICATE_887626fde47995623f5a,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_3e64e44fdb3dbc34431c,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D009,1,1,True,False,True
DUPLICATE_694a33c9d5fda61a4a90,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_57840a46adf55a350e6d,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D022,1,1,True,False,True
DUPLICATE_0c5c7d9b1c0802ea816f,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_0daa18f6e06a77f90d1e,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D003,1,1,True,False,True
DUPLICATE_3576392c7e797963ff95,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_c4695d567f626d86b4f5,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_6a8dc3a73913b0dd26d7,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_93a11fe4ec9d159545a1,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_755c34bbe329f0609618,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_0bc0e63938c36dbd5e17,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_ddbc68914109c4f130b3,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D016,1,1,True,False,True
DUPLICATE_184295fcb0ce7bffbedf,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D007,1,1,True,False,True
DUPLICATE_b569f99e62d0d406a581,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D003,1,1,True,False,True
DUPLICATE_76c5c15a2d860f58da99,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_1c44b327ba8f355c2d10,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_6ac9d7efa859d0a5db5f,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_530ccb9974b4e39dea5c,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D003,1,1,True,False,True
DUPLICATE_359f75505d5dc87099dd,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D016,1,1,True,False,True
DUPLICATE_c017b8bc990cfe2067b1,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D016,1,1,True,False,True
DUPLICATE_fc90387d300f6ecb711d,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_195024b862408859caec,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_67bccf9760e80770f169,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_b0fa1c68923108838fe6,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D005,1,1,True,False,True
DUPLICATE_069be273a511a5906db6,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_935155b621359e9417cd,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_db19135a0bbb1571c4fe,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_2cb8edad526df2263e48,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_23a3fa6e2c2ed0f45020,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D022,1,1,True,False,True
DUPLICATE_44b28f28ca75a25fbefb,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D009,1,1,True,False,True
DUPLICATE_762ad48601626b34f8df,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D009,1,1,True,False,True
DUPLICATE_b6dfa62b8be92820f92d,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_01cbc5a789819899070b,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_bbd9dd9abe640da52a04,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_97091355001f4844a23f,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_b0f7bbdfd53f69a56d48,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D014,1,1,True,False,True
DUPLICATE_8bbee095be912dccdf4b,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_8f07ba84bfcfc6fbc5bd,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_ae826af6a3b76c952023,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D003,1,1,True,False,True
DUPLICATE_2a41447a43fad38e7055,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_223521f5c5ae3bd3dc19,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_6cc0ae40c0c30378ce70,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D003,1,1,True,False,True
DUPLICATE_3305f9e5f55ee50d7a88,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_2e36df217fe38c0b7b47,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_9b96a9a117dcbde4a89b,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
